ride_id,customer_id,driver_id,pickup_location,drop_location,city,ride_date,ride_time,ride_status,payment_status,ride_distance_km,ride_duration_min,ride_fare,payment_method
968,1680,585,696 Kristopher Fields,028 Amanda Way,Pune,2025-02-16,16:21:37,Ongoing,Paid,5.65,34,428.21,Wallet
969,544,180,38777 Daniel Isle,73627 Barry Station Apt. 871,Chennai,2025-01-25,09:36:42,Completed,Paid,2.32,28,352.57,UPI
970,1902,326,19849 Cynthia Club Suite 941,0800 Garcia Flats Suite 568,Delhi,2025-01-17,12:34:17,Completed,Paid,12.97,38,404.61,Card
971,943,566,4527 Scott Junction,19630 Emily Locks Suite 745,Hyderabad,2025-01-05,23:21:07,Cancelled,Failed,6.36,33,208.38,Card
972,1196,481,6237 Jeffrey Path,87233 Sandy Forks,Bangalore,2025-02-01,11:47:45,Ongoing,Failed,4.74,8,72.72,UPI
973,1741,407,6662 Morton Inlet Suite 246,963 David Keys,Mumbai,2025-01-28,18:50:04,Completed,Failed,1.9,32,253.72,Cash
974,166,615,35921 Keith Trafficway,1363 Smith Meadow,Delhi,2025-03-03,09:21:24,Completed,Failed,7.69,40,108.85,UPI
975,1153,545,441 Green Underpass Apt. 958,831 Aaron Manors Suite 939,Delhi,2025-01-25,16:27:47,Completed,Pending,5.05,5,327.89,Card
976,1293,885,0032 Collins Street Suite 370,2442 Ryan Garden,Pune,2025-01-04,21:59:25,Completed,Failed,13.72,24,452.7,Wallet
977,1653,485,545 John Stravenue Suite 791,368 Robert Meadow,Kolkata,2025-01-14,01:38:02,Ongoing,Failed,6.51,45,459.77,Card
978,1336,326,86092 Wagner Haven Apt. 813,15900 Travis Mills Suite 634,Chennai,2025-03-02,07:34:54,Completed,Pending,13.42,31,171.06,Cash
979,1954,765,599 Catherine Isle,56898 Frances Ville,Hyderabad,2025-02-09,20:30:06,Completed,Paid,11.6,13,483.2,UPI
980,1060,996,57897 Smith Mills Apt. 344,580 Stein Spring Apt. 718,Chennai,2025-01-02,07:58:23,Ongoing,Failed,11.62,33,169.34,Cash
981,986,324,38169 Howard Stravenue Suite 927,61605 Freeman Vista Apt. 418,Chennai,2025-02-07,04:09:27,Cancelled,Pending,6.83,17,395.18,Wallet
982,403,320,064 Steven Way Suite 173,78566 Ashley Fort,Bangalore,2025-01-11,20:20:54,Ongoing,Failed,5.59,10,250.35,Cash
983,278,851,24760 Andre Tunnel Apt. 528,80343 Smith Circle,Bangalore,2025-02-01,03:54:21,Completed,Failed,10.72,40,41.17,UPI
984,1244,632,23504 Arroyo Valley Apt. 611,504 Allen Island Apt. 764,Hyderabad,2025-02-10,10:55:53,Ongoing,Paid,2.35,19,117.27,UPI
985,1710,89,86527 Dominic Manor,8595 Carla Points Suite 584,Mumbai,2025-01-18,02:54:04,Cancelled,Failed,7.48,39,163.75,Wallet
986,1180,558,92337 Linda Mill Suite 190,2956 Alexander Plains,Pune,2025-03-01,22:59:45,Cancelled,Failed,5.01,7,82.66,Cash
987,1954,908,6223 April Brook Apt. 735,053 King Islands,Kolkata,2025-01-29,05:28:03,Completed,Pending,12.48,38,314.31,Wallet
988,1755,375,10328 Yang Shoals Apt. 058,219 Mark Hill,Chennai,2025-01-14,21:42:51,Cancelled,Pending,4.99,30,441.32,Card
989,87,973,198 Dixon Harbors,4972 Benitez Inlet Suite 120,Kolkata,2025-02-26,16:52:47,Ongoing,Paid,6.91,26,212.18,Card
990,555,434,21430 Benjamin Keys Apt. 101,9405 Thomas Overpass,Chennai,2025-02-22,06:53:28,Ongoing,Pending,5.28,39,266.29,Cash
991,743,196,921 Hernandez Brooks,11144 Nunez Park Suite 871,Kolkata,2025-02-19,08:23:21,Ongoing,Paid,2.31,5,433.14,Card
992,1668,178,516 Rachel Haven,72325 Jared Rapids,Pune,2025-01-27,13:44:33,Ongoing,Paid,2.8,30,401.28,Card
993,343,70,5847 Brandon Plaza Suite 233,9248 Hammond Forest,Delhi,2025-01-26,03:51:01,Completed,Paid,11.6,42,132.55,UPI
994,267,140,934 Dorsey Place Suite 346,25779 Lisa Knoll Apt. 497,Hyderabad,2025-02-25,14:25:37,Cancelled,Paid,6.41,22,460.06,Wallet
995,322,155,468 Patrick Field Suite 613,9464 Stephen Ways,Kolkata,2025-01-18,21:31:44,Ongoing,Pending,1.76,24,471.45,Cash
996,1621,344,29879 Bridges Radial Apt. 723,71381 Dickerson Extensions,Bangalore,2025-03-01,04:27:58,Completed,Pending,1.73,33,473.7,Card
997,1408,4,8460 Susan Mountains Suite 825,736 Miranda Manors Suite 615,Chennai,2025-02-04,22:58:56,Cancelled,Paid,14.87,30,270.87,Card
998,1042,379,8141 Lee Street Suite 076,030 Williams Field,Hyderabad,2025-02-09,00:53:37,Completed,Paid,2.26,13,306.77,Wallet
999,1900,352,153 Anthony Via Apt. 639,82732 Johnny Groves Apt. 699,Chennai,2025-01-12,02:04:56,Cancelled,Paid,5.35,26,464.13,UPI
1000,146,420,6121 Tate Throughway Apt. 636,54089 Parker Walks,Mumbai,2025-02-20,07:01:12,Cancelled,Pending,14.55,8,375.64,Wallet
1001,821,441,28561 Scott Circle,9984 Logan Orchard Apt. 499,Hyderabad,2025-01-16,15:57:46,Cancelled,Pending,14.45,10,147.68,UPI
1002,1156,34,77252 Ramirez Mission,5405 Andrew Mountain Apt. 806,Mumbai,2025-02-19,05:23:11,Cancelled,Pending,10.43,7,101.99,Card
1003,1931,883,71137 Jason Mountain,730 Morris Bypass Suite 727,Mumbai,2025-01-14,22:05:02,Cancelled,Failed,7.65,10,348.68,Cash
1004,651,189,5667 Roberto Plaza Suite 903,8091 Myers Mount,Kolkata,2025-02-04,22:27:58,Ongoing,Pending,11.83,6,62.18,Cash
1005,337,169,380 Laura Islands,60306 Hardy Wall,Chennai,2025-01-04,04:27:18,Completed,Pending,2.3,40,164.58,UPI
1006,235,317,7575 Dustin Wells Suite 128,47441 Ashley Burg,Delhi,2025-02-03,07:23:13,Ongoing,Failed,2.88,40,123.2,Card
1007,1880,394,452 Anderson Well,720 Murphy Loaf,Hyderabad,2025-01-27,14:38:16,Cancelled,Paid,13.33,23,85.71,UPI
1008,211,526,5829 Sanchez Dale Apt. 866,735 Smith Views Suite 864,Pune,2025-01-21,09:10:11,Cancelled,Pending,12.65,28,361.67,Cash
1009,1664,948,3314 Danielle Lakes,93358 Christopher Walks,Pune,2025-01-31,02:13:18,Completed,Failed,11.49,44,261.43,Cash
1010,1327,954,34470 Jordan Locks Apt. 706,384 Hurst Trace,Kolkata,2025-01-13,06:45:09,Cancelled,Failed,3.05,30,207.26,Card
1011,551,777,282 Connor Rest,3563 Moreno Throughway,Chennai,2025-01-18,21:21:53,Cancelled,Paid,10.89,32,31.02,UPI
1012,246,778,684 Glass Place,05480 Katelyn Extension,Pune,2025-02-08,21:50:49,Cancelled,Pending,4.09,35,312.01,Wallet
1013,736,775,3519 Mercado Village Apt. 146,53203 Ward Roads Apt. 251,Chennai,2025-01-19,13:37:19,Cancelled,Failed,13.93,30,46.55,Cash
1014,1112,312,0289 Hannah Squares Apt. 193,5458 Edward Freeway Suite 911,Bangalore,2025-01-15,06:07:30,Cancelled,Paid,11.57,25,247.47,UPI
1015,304,399,9848 Christina Well Suite 891,392 Karen Mews Apt. 865,Chennai,2025-01-29,19:15:53,Cancelled,Pending,6.9,6,345.71,Cash
1016,210,179,02375 Kayla Rapids,7324 Paul Walks Apt. 113,Hyderabad,2025-01-09,02:22:49,Completed,Failed,6.08,32,375.75,UPI
1017,1731,383,146 Hayes Mill Apt. 995,446 Luna Roads Suite 237,Bangalore,2025-02-10,13:39:27,Cancelled,Failed,4.83,29,492.04,Cash
1018,293,168,94907 Cobb Spurs,766 Stein Mission Apt. 173,Chennai,2025-02-27,00:00:08,Cancelled,Paid,10.96,5,43.41,Cash
1019,666,88,0911 Kenneth Divide Suite 754,07404 Bell Road Apt. 616,Chennai,2025-03-01,17:21:26,Ongoing,Failed,5.87,25,333.95,Card
1020,1485,120,65094 Blake Islands,98601 Sweeney Ports Suite 338,Mumbai,2025-01-19,12:46:29,Cancelled,Pending,5.86,42,147.82,Wallet
1021,511,872,781 Julie Mountain,2200 Julie Expressway Suite 650,Kolkata,2025-02-23,20:15:21,Cancelled,Failed,5.71,12,327.64,Cash
1022,736,638,601 Lamb Avenue Suite 337,21043 Young Camp,Delhi,2025-02-11,12:53:45,Ongoing,Paid,8.84,33,352.2,Cash
1023,1402,263,30402 Lewis Causeway,3552 Walter Station,Pune,2025-02-07,22:38:38,Cancelled,Paid,5.31,17,407.5,UPI
1024,146,479,565 Kirk Mall Suite 719,756 Heath Unions Suite 848,Kolkata,2025-01-23,03:07:06,Ongoing,Paid,4.61,34,249.14,Wallet
1025,1605,840,59642 Megan Shoals Apt. 374,3866 Jason Causeway Apt. 030,Hyderabad,2025-02-20,23:48:48,Ongoing,Failed,4.73,5,334.99,UPI
1026,1146,462,58091 Travis Spur,374 Wright Spur Suite 453,Hyderabad,2025-02-15,09:00:32,Cancelled,Failed,4.38,10,344.5,Card
1027,1957,502,1229 Christopher Haven Suite 323,074 Bowen Heights,Hyderabad,2025-01-26,08:23:13,Ongoing,Paid,2.26,12,55.67,Card
1028,1232,240,9396 Leonard Trail,136 Palmer Valley,Delhi,2025-01-05,02:19:43,Ongoing,Pending,10.3,8,158.41,UPI
1029,783,204,147 Jones Shore,55027 Johnston Islands,Kolkata,2025-01-31,15:34:21,Completed,Failed,14.22,39,59.57,UPI
1030,1966,143,2735 Parsons Center,411 Sandy Locks Apt. 426,Mumbai,2025-01-20,10:18:36,Ongoing,Failed,2.87,20,270.82,Wallet
1031,907,158,02985 Houston Parkways Suite 912,47929 Roberto Viaduct,Kolkata,2025-01-13,15:02:29,Ongoing,Pending,7.96,41,347,Cash
1032,480,223,88724 Cooper Knolls Apt. 070,68573 Jensen Land,Mumbai,2025-01-05,10:27:41,Ongoing,Failed,7.63,15,110.08,Cash
1033,1802,465,2951 Lewis Orchard,964 Breanna Fork Apt. 549,Bangalore,2025-02-06,16:54:25,Ongoing,Failed,7.65,30,235.15,Card
1034,851,629,4860 Collins Center Apt. 069,377 Beck Mills,Delhi,2025-01-17,17:58:22,Cancelled,Pending,12.31,10,451.44,Wallet
1035,1194,228,61615 Brett Ranch Suite 567,261 Bentley Road Suite 566,Chennai,2025-02-05,10:04:22,Completed,Pending,13.95,44,493.9,Cash
1036,1686,22,944 Benjamin Curve,89559 Lori Neck Apt. 478,Chennai,2025-02-04,18:35:56,Cancelled,Paid,12.25,25,147.66,Wallet
1037,231,624,7153 Carlson Street,575 Robert Well Apt. 434,Kolkata,2025-02-11,03:25:42,Ongoing,Paid,14.03,9,164.58,Wallet
1038,618,233,6732 Cheryl Flats,61725 Bennett Prairie Apt. 304,Pune,2025-01-20,14:39:30,Completed,Paid,3.12,9,151.33,UPI
1039,1349,887,256 Dana Mews Suite 970,053 Carrillo Prairie,Kolkata,2025-02-19,08:19:33,Ongoing,Failed,4.75,7,96.71,Card
1040,1993,189,154 Cabrera Brook Suite 158,64500 Jeffrey Estates,Bangalore,2025-02-11,00:26:41,Cancelled,Pending,6.53,33,85.77,UPI
1041,439,59,29846 Andrea Flats Apt. 870,51294 Thomas Glens,Hyderabad,2025-02-25,12:32:20,Ongoing,Pending,6.12,31,86.43,UPI
1042,1369,783,670 Blanchard Pass Apt. 030,231 Michael Vista,Kolkata,2025-01-16,15:51:15,Cancelled,Failed,11.59,20,71.77,Card
1043,1346,412,6400 Olsen Trafficway,4594 Veronica Plain Apt. 383,Pune,2025-02-22,18:18:09,Ongoing,Failed,3.97,31,166.95,UPI
1044,770,995,150 Harris Throughway,3159 Coffey Hollow,Mumbai,2025-02-20,07:18:30,Completed,Failed,3.71,31,34.91,Card
1045,604,915,9855 Benjamin Station Suite 714,2056 Jenkins Fort,Mumbai,2025-02-25,00:33:11,Ongoing,Paid,11.06,18,50.15,Card
1046,267,408,7746 Duane Way Apt. 231,95055 Carol Rue,Kolkata,2025-02-15,20:27:30,Ongoing,Failed,9.71,18,321.12,Cash
1047,71,739,0753 Jennifer Route,42477 Robert Union Apt. 734,Delhi,2025-03-02,09:51:31,Ongoing,Paid,10.67,39,65.01,UPI
1048,85,859,33885 Bethany Knolls Suite 869,63483 Ashley Avenue,Mumbai,2025-01-09,13:42:48,Cancelled,Pending,3.6,20,225.19,Card
1049,1478,343,2497 Mary Knolls Apt. 793,04889 Caitlyn Avenue Apt. 133,Delhi,2025-03-02,01:33:16,Ongoing,Failed,2.43,14,423.4,UPI
1050,1261,491,17616 Smith Course Apt. 729,2785 Johnson Flats Suite 330,Delhi,2025-01-16,21:45:36,Cancelled,Pending,14.89,30,63.08,Cash
1051,1152,274,08137 Brandon Ridges,925 Carter Lock,Pune,2025-03-02,17:52:53,Cancelled,Pending,11.44,16,420.41,Wallet
1052,1742,823,124 Patty Spring Suite 783,3923 Figueroa Brook,Mumbai,2025-02-28,13:06:48,Cancelled,Failed,2.45,40,431.69,Wallet
1053,672,208,17975 Thomas Turnpike,66127 Kevin Prairie,Bangalore,2025-01-09,18:55:00,Cancelled,Failed,14.72,29,349.41,Card
1054,1318,154,2867 Keith Crossroad Apt. 958,0997 Desiree Port,Pune,2025-01-22,14:52:27,Cancelled,Pending,8.54,13,401.46,UPI
1055,417,799,572 Denise Inlet Suite 398,617 Chelsea Spur,Delhi,2025-01-18,05:45:43,Completed,Paid,5.79,36,159.49,Cash
1056,52,704,013 Walker Spur Suite 912,2780 Mary Highway Suite 307,Kolkata,2025-03-02,17:25:17,Ongoing,Pending,2.87,22,486.87,Wallet
1057,316,437,88534 Simpson Lights Apt. 656,227 Collins Stream,Pune,2025-01-01,06:31:57,Cancelled,Pending,10.14,12,49.51,Cash
1058,1837,342,2413 Russell View Suite 771,0356 Raymond Brook,Bangalore,2025-02-25,13:00:39,Cancelled,Paid,13.16,43,79.89,UPI
1059,1735,693,8372 Henry Villages,32803 Jensen Valley Apt. 788,Mumbai,2025-03-02,18:52:29,Cancelled,Failed,4.61,23,43.51,UPI
1060,1414,583,9380 Linda Port Suite 331,85343 Melissa Corner Apt. 809,Mumbai,2025-02-02,23:44:20,Completed,Pending,13.5,9,89.13,Wallet
1061,152,676,6299 Julian Points Suite 503,58181 Ethan Park,Bangalore,2025-01-25,07:04:58,Ongoing,Paid,9.92,17,167.62,Wallet
1062,574,704,02607 Andrea Ridges Suite 388,20338 Angelica Lakes Apt. 862,Chennai,2025-01-08,05:04:35,Cancelled,Failed,9.63,34,388.92,UPI
1063,308,634,75427 Pham Fords Suite 492,66646 Christopher Gardens,Hyderabad,2025-02-12,22:42:26,Completed,Pending,12.65,19,485.74,UPI
1064,924,160,573 Johnson Walk Apt. 600,415 Ford Cliff,Hyderabad,2025-02-12,02:59:18,Ongoing,Paid,9.91,35,426.78,UPI
1065,1090,768,189 Charles Highway Suite 467,968 Kristin Rapid Suite 437,Mumbai,2025-01-26,13:52:10,Completed,Pending,5.03,20,236.19,Cash
1066,244,212,891 Kristopher Radial Suite 545,934 Fitzpatrick Trace Apt. 639,Hyderabad,2025-01-01,02:01:17,Cancelled,Pending,7.25,15,477.49,Wallet
1067,275,581,92438 Victoria Drives,7651 Paul Harbor,Pune,2025-02-18,02:13:10,Cancelled,Paid,1.46,22,331.05,Cash
1068,1769,523,298 Sullivan Expressway,2385 Ramirez Forest,Delhi,2025-02-21,06:17:49,Ongoing,Failed,7.58,29,154.69,Wallet
1069,678,222,31238 Michael Neck,171 Manning Field,Chennai,2025-01-01,21:29:26,Cancelled,Paid,13.64,10,291.37,Cash
1070,1153,442,33985 Jerry Lodge,52513 William Plain,Mumbai,2025-02-22,09:20:41,Cancelled,Pending,13.46,13,444.61,Cash
1071,1426,45,344 Cassandra Highway Suite 712,860 Snyder Mountain,Mumbai,2025-01-08,16:08:16,Completed,Paid,6.98,41,109.78,Wallet
1072,692,92,90345 Obrien Stream,6732 Jacob Courts Apt. 384,Delhi,2025-01-15,09:54:58,Completed,Paid,4.16,25,488,UPI
1073,274,183,628 Luke Curve,73005 Martin Plains Apt. 131,Bangalore,2025-02-04,12:31:12,Cancelled,Paid,5.15,38,163.34,Wallet
1074,1706,747,93660 Michelle Squares,10519 Jasmine Islands,Kolkata,2025-01-17,11:14:59,Ongoing,Paid,6.03,37,444.11,UPI
1075,1812,259,915 Mendoza Pines Suite 436,919 Welch Parkways Suite 369,Bangalore,2025-02-21,14:32:16,Completed,Failed,6.18,8,301,Wallet
1076,123,782,6997 Devon Stravenue,0517 Ronald Island Apt. 956,Bangalore,2025-01-06,10:56:21,Cancelled,Pending,7.87,5,320.97,Wallet
1077,1712,836,3014 Freeman Squares,61002 Bean Square Suite 177,Kolkata,2025-01-19,01:41:24,Ongoing,Failed,13.28,25,179.17,Wallet
1078,870,285,4153 Gordon Villages Suite 048,74566 Frazier Corners,Delhi,2025-02-17,05:57:34,Cancelled,Paid,9.18,35,36.83,UPI
1079,336,340,758 Kimberly Views,504 Matthew Well,Pune,2025-01-30,22:20:53,Completed,Failed,1.21,40,482.17,UPI
1080,751,389,87577 Nicholson Cape,81342 Peter Heights Apt. 454,Mumbai,2025-01-31,01:28:24,Ongoing,Failed,5.18,22,332.03,Card
1081,1043,363,90642 Mary Prairie Apt. 781,8298 Miguel Radial Apt. 768,Pune,2025-02-10,04:31:51,Cancelled,Paid,8.93,25,260.61,Cash
1082,1749,951,347 Joanna Valleys Apt. 770,9515 Gibbs Cliffs,Pune,2025-01-22,07:50:22,Completed,Failed,12.57,29,422.46,Wallet
1083,1929,787,651 Schaefer Roads Suite 090,93382 Ryan Stravenue Apt. 044,Hyderabad,2025-01-17,02:26:40,Ongoing,Failed,7.59,39,235.37,Card
1084,352,392,8526 Sanchez Brook,4801 Harris Islands,Mumbai,2025-02-22,21:21:21,Cancelled,Failed,11.58,10,428.88,Card
1085,1925,600,39381 Jonathan Glens Suite 851,8678 Moore Walk,Hyderabad,2025-02-03,02:16:47,Ongoing,Failed,8.11,20,488.62,Wallet
1086,74,431,1795 Steele Viaduct Suite 232,018 Rodriguez Cove Apt. 782,Kolkata,2025-02-14,02:43:11,Completed,Pending,7.59,37,387.55,Card
1087,505,725,577 Jennifer Land,705 Amber Trace,Kolkata,2025-01-13,12:06:45,Cancelled,Paid,13.4,25,379.55,Cash
1088,1520,292,5780 Hicks Skyway Apt. 488,1371 Christopher Plaza,Chennai,2025-02-17,05:49:35,Cancelled,Failed,1.19,39,126.65,Card
1089,55,213,77918 Logan Rue Apt. 806,50061 Jerry Brook Suite 162,Mumbai,2025-01-28,04:25:17,Cancelled,Failed,12.91,19,347.79,UPI
1090,1051,926,5216 Aaron Fords,09171 Frye Ridges,Bangalore,2025-01-26,18:11:15,Ongoing,Pending,14.45,25,373.67,Cash
1091,42,44,496 Cassandra Summit Apt. 990,5692 Cobb Passage Suite 754,Hyderabad,2025-01-03,03:41:27,Completed,Paid,10.89,30,393.52,Card
1092,382,754,125 Huffman Forks Apt. 113,1977 Jonathan Canyon,Bangalore,2025-02-22,08:01:51,Ongoing,Pending,10.38,40,92.04,Card
1093,1580,515,5790 Sexton Square,57445 Kristin Branch,Delhi,2025-01-18,17:56:28,Completed,Paid,6.36,26,492.69,Cash
1094,120,754,8143 Jerry Drives,59815 Jessica Dale,Bangalore,2025-02-01,07:24:14,Cancelled,Failed,14.54,45,52.12,Cash
1095,887,151,93299 Huff Lock,6352 Mary Garden,Bangalore,2025-01-25,22:59:54,Completed,Failed,6.2,37,355.71,UPI
1096,486,69,96455 Stephen Highway,98561 Hamilton Locks Suite 981,Mumbai,2025-01-10,23:11:59,Completed,Pending,9.71,39,417.2,UPI
1097,765,329,71203 Christopher Path Apt. 694,71611 Armstrong Walk Suite 388,Mumbai,2025-02-18,15:42:34,Ongoing,Failed,5.49,26,92.02,Cash
1098,852,971,37278 Herrera Bypass,148 Taylor Stravenue,Mumbai,2025-01-18,08:06:40,Ongoing,Paid,1.51,24,61.93,Cash
1099,941,883,5605 Justin Via,87166 Susan Crescent Apt. 103,Kolkata,2025-01-17,06:13:12,Ongoing,Paid,14.4,33,469.47,Card
1100,1268,122,093 Cathy Rapids Apt. 359,5167 Jesse Pine,Hyderabad,2025-01-29,00:14:27,Cancelled,Paid,12.63,17,245.86,Card
1101,1486,364,54286 Garcia Point,1877 Glen Forest,Chennai,2025-02-08,14:29:05,Completed,Failed,3.25,26,274.81,Cash
1102,1231,391,1829 Garcia Vista,529 Mckenzie Dam,Pune,2025-01-05,19:10:37,Cancelled,Failed,1.68,7,172.27,Card
1103,800,661,202 Anthony Expressway Apt. 287,52540 Rogers Spurs,Delhi,2025-02-07,07:44:33,Completed,Failed,5.62,10,170.45,UPI
1104,1860,883,451 Jason Lock Suite 738,83202 Jessica Plain,Kolkata,2025-03-03,05:01:54,Cancelled,Paid,14.34,35,41.9,UPI
1105,1336,546,4938 Fisher Springs,2697 Scott Forks Apt. 195,Hyderabad,2025-02-18,10:13:27,Cancelled,Failed,4.79,36,309.76,Wallet
1106,161,6,442 Smith Island Suite 823,582 Walker Bridge,Bangalore,2025-01-13,16:51:12,Cancelled,Pending,6.91,44,227.23,Card
1107,1317,432,78555 Andrea Port Apt. 893,4429 Evans Springs,Bangalore,2025-02-06,23:23:24,Cancelled,Pending,5.57,16,281.66,Wallet
1108,1112,136,311 Morales Club,501 Sonya Tunnel Suite 091,Pune,2025-01-21,10:25:10,Ongoing,Paid,11.89,23,30.66,Cash
1109,125,1,1169 Gonzalez Ports,34720 Stacey Meadow,Kolkata,2025-02-01,20:11:20,Ongoing,Paid,12.91,20,34.44,Cash
1110,66,339,91036 Anderson Port,989 Megan Lock,Hyderabad,2025-01-24,07:35:47,Cancelled,Pending,5.28,40,128.49,UPI
1111,906,619,8861 Sheila Throughway Suite 361,731 George Tunnel,Mumbai,2025-02-25,12:36:05,Cancelled,Failed,5.04,43,453.63,UPI
1112,1428,445,70744 Amy Center,15076 James Stravenue Suite 522,Bangalore,2025-01-14,16:19:18,Ongoing,Paid,8.51,32,201.5,UPI
1113,1989,895,751 Crystal Spring,0308 Green Stream Apt. 416,Kolkata,2025-02-04,09:31:53,Completed,Failed,11.14,23,119.98,Wallet
1114,120,472,39372 Kimberly Radial Apt. 929,12040 Beck Walk Apt. 987,Bangalore,2025-02-05,19:56:55,Ongoing,Pending,7.82,28,32.76,Wallet
1115,886,138,489 Adkins Radial Apt. 793,74330 Lonnie Prairie Apt. 897,Delhi,2025-02-07,09:13:52,Ongoing,Failed,8.92,27,465.58,Card
1116,1828,351,097 Ramirez Neck Suite 421,65542 Martin Locks,Kolkata,2025-02-04,12:29:14,Ongoing,Pending,1.6,7,369.55,Card
1117,1182,646,503 Garcia Corners,151 King Centers,Bangalore,2025-01-10,18:27:32,Cancelled,Failed,1.41,13,166.06,Cash
1118,1004,588,8776 Fitzgerald Land,756 Timothy Villages,Mumbai,2025-02-27,01:37:16,Cancelled,Pending,11.46,26,193.15,Cash
1119,299,178,661 Roberts Grove,57997 Jennifer Parkways Suite 208,Hyderabad,2025-01-18,11:02:10,Completed,Pending,13.88,23,367.89,UPI
1120,1364,65,11353 Ethan Camp Suite 356,5233 Poole Heights Apt. 470,Kolkata,2025-02-03,23:47:37,Completed,Paid,4.72,19,116.28,UPI
1121,837,850,609 Lisa Isle,035 Tyler Burgs,Kolkata,2025-02-27,13:51:17,Completed,Pending,14.87,34,328.66,Wallet
1122,796,979,642 Danielle Radial Apt. 086,1271 Harold Vista,Hyderabad,2025-01-15,01:47:44,Completed,Pending,11.92,32,358.44,Cash
1123,679,110,698 Gordon Lake Apt. 744,3571 Davidson Place Apt. 623,Bangalore,2025-01-12,10:37:00,Cancelled,Paid,5.74,45,190.52,Card
1124,1980,287,374 Gonzalez Mountains Apt. 981,187 Roberts Lights,Pune,2025-01-12,13:35:59,Ongoing,Pending,9.08,43,152.69,UPI
1125,1518,729,3892 Bell Bridge,2749 Peter Valleys Apt. 129,Pune,2025-02-01,02:31:47,Ongoing,Pending,4.7,16,432.18,Card
1126,390,829,8920 Shaun Parkways Apt. 136,18813 Laurie Tunnel,Mumbai,2025-01-02,05:09:46,Ongoing,Failed,2.32,19,134.33,Cash
1127,818,354,8920 John Gardens Apt. 683,154 Perkins Mill,Delhi,2025-02-25,20:24:06,Ongoing,Pending,8.79,16,117.67,Card
1128,798,276,9785 Norma Trace,73489 Hernandez Forges Suite 134,Hyderabad,2025-01-14,00:23:06,Cancelled,Paid,4.54,8,454.42,Wallet
1129,92,573,488 Caroline Road,43511 Michelle Greens Apt. 233,Bangalore,2025-01-31,06:00:30,Ongoing,Failed,14.94,8,158.08,Cash
1130,861,507,9630 Peters Drive,2761 Lewis Junction Apt. 148,Mumbai,2025-03-01,16:32:44,Cancelled,Pending,4.79,10,141.98,Wallet
1131,1450,479,9219 Williams Road Apt. 067,3650 Amy Ferry,Hyderabad,2025-01-29,19:09:42,Ongoing,Pending,10.86,8,254.08,UPI
1132,1593,282,5661 David Terrace,13152 Kennedy Vista,Mumbai,2025-02-26,00:37:07,Cancelled,Paid,1.13,5,124.3,UPI
1133,1406,877,14745 Marie Flats Apt. 681,482 Lane Walks,Hyderabad,2025-02-24,01:54:15,Ongoing,Failed,7.06,24,404.62,Cash
1134,1639,185,1893 Sarah Avenue Apt. 257,52979 Heather Oval Apt. 392,Hyderabad,2025-01-31,05:14:35,Ongoing,Paid,4.14,5,67.16,Card
1135,1208,59,013 Jackson Highway Apt. 219,60160 Ann Spring Apt. 669,Chennai,2025-02-08,06:02:20,Ongoing,Pending,8.24,26,96.69,Cash
1136,764,424,4940 Robertson Throughway Apt. 212,5085 Decker Islands Apt. 528,Pune,2025-02-05,02:43:23,Ongoing,Failed,7.11,24,441.21,Cash
1137,595,304,2840 Leonard Springs Suite 043,44455 Watson Squares,Bangalore,2025-01-11,10:16:54,Cancelled,Pending,13.99,11,217.53,Cash
1138,1620,111,04473 Gonzalez Way,857 Wang Rue,Kolkata,2025-01-11,19:25:32,Completed,Failed,2.89,23,482.52,Cash
1139,323,172,50914 Fox Ville Apt. 166,871 Miller Estates,Bangalore,2025-01-04,07:10:48,Ongoing,Paid,4.02,17,86.78,Card
1140,600,248,0098 Elizabeth Tunnel Apt. 393,4396 Bennett Shoals,Hyderabad,2025-02-21,09:31:21,Cancelled,Failed,13.93,45,275.82,UPI
1141,84,546,360 Matthew River Suite 812,135 Stein Fields,Bangalore,2025-02-01,16:41:06,Completed,Paid,11.63,23,137.37,UPI
1142,183,909,33607 Mary Mission Apt. 913,99412 Allen Flat Suite 486,Hyderabad,2025-02-28,23:18:31,Cancelled,Paid,5.09,10,94.38,Wallet
1143,1469,170,49928 Jones Highway,09417 John Lane Suite 975,Chennai,2025-01-04,13:16:30,Ongoing,Pending,11.83,23,51.2,Card
1144,1871,288,66493 Cervantes Brook Apt. 782,0227 Patricia Wells,Kolkata,2025-02-13,17:41:46,Cancelled,Paid,7.42,11,494.16,Card
1145,1636,491,2243 Smith Ville,70191 Regina Junction,Delhi,2025-02-16,04:27:22,Completed,Paid,14.24,13,386.58,Wallet
1146,1117,557,005 Sellers Extensions Apt. 764,29058 Diaz Mews,Delhi,2025-02-19,01:10:29,Cancelled,Pending,14.57,23,369.01,Wallet
1147,918,69,17796 Scott Isle Apt. 985,4762 Harris Cliffs Suite 161,Bangalore,2025-01-27,00:08:49,Cancelled,Pending,11.38,41,318.9,Wallet
1148,1696,231,62920 Kramer Park,6744 Campos Dam Suite 634,Delhi,2025-01-13,21:10:03,Ongoing,Failed,11.4,38,360.52,Wallet
1149,1698,715,82359 Reyes Forks,88791 Carolyn Cove,Hyderabad,2025-01-24,22:02:17,Cancelled,Paid,8.81,9,224.09,Card
